procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 1002132 195720 1967456 2166928    0   15    51   214 13831 12420 13 18 68  1  0	
 2  0 1002132 191108 1967480 2167928    0    0     0  2207 14740 12968 13 16 64  7  0	
 0  0 1002132 195008 1968024 2168920    0    0   102   363 14111 12233 10 12 77  1  0	
 3  0 1002132 184968 1968320 2169944    0    0    51   458 14139 12938 19 24 56  1  0	
 0  1 1002132 191576 1968632 2170924    0    0    51  2284 14724 12664 12 17 65  6  0	
 3  0 1002132 187816 1968936 2171916    0    0    51   966 14094 12567 15 21 62  3  0	
 1  0 1002132 189624 1969232 2172912    0    0    51   278 14005 12643 14 17 69  1  0	
 1  1 1002132 184684 1969516 2173920    0    0    51  2264 14756 12491 12 14 67  7  0	
 1  1 1002132 185748 1969820 2174888    0    0    51   311 13889 12942 17 20 61  1  0	
 3  0 1002132 181160 1970132 2175936    0    0    51   319 14102 12216 10 15 73  2  0	
 0  0 1002132 178268 1970412 2176940    0    0    51  2035 14757 12531 12 14 68  6  0	
 0  0 1002132 181060 1970692 2177932    0    0    51   486 14256 13067 14 19 67  0  0	
 0  0 1002132 181828 1970984 2178952    0    0    51   398 13873 12337 12 15 72  1  0	
 1  1 1002132 177144 1971276 2179960    0    0    51  1360 14826 13300 15 16 66  3  0	
 0  0 1002132 179020 1971564 2180952    0    0    51  1248 14368 12452 13 15 69  3  0	
 0  0 1002132 173048 1971860 2181964    0    0    51   380 14403 13201 15 20 64  1  0	
 1  1 1002132 173700 1972144 2182956    0    0    51  1800 14340 12379 14 17 64  5  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 1002132 174024 1972440 2183968    0    0    51   551 13932 12256 11 12 75  2  0	
 3  0 1002132 171356 1972732 2184964    0    0    51   416 14071 12555 12 14 73  1  0	
 1  0 1002132 169224 1973032 2185972    0    0    51  2130 14717 12703 12 16 65  6  0	
 1  1 1002132 169976 1973332 2186984    0    0    51   543 14367 12863 14 16 69  1  0	
 2  0 1002132 167660 1973636 2187976    0    0    51   299 14591 13168 14 19 66  1  0	
 0  1 1002132 165128 1973932 2188996    0    0    51   734 14024 12662 15 19 64  2  0	
 1  0 1002212 162604 1970196 2189580    0   16    53  1698 14633 12630 15 20 60  6  0	
 2  0 1002212 215688 1970496 2141752    0    0    51   396 14201 12518 13 18 68  1  0	
 0  1 1002212 215908 1970792 2142748    0    0    51  1357 14537 12724 12 14 70  4  0	
 3  0 1002212 216668 1971092 2143764    0    0    54  1322 14433 12656 14 18 63  5  0	
 1  0 1002212 213468 1971388 2144776    0    0    51   346 14239 12907 15 20 64  1  0	
 1  0 1002212 213344 1971680 2145776    0    0    51   583 14194 12835 12 17 69  2  0	
 1  0 1002212 208520 1971968 2146772    0    0    51  1769 14415 12606 13 15 66  6  0	
 0  0 1002212 208124 1972268 2147780    0    0    51   312 13739 12395 13 16 70  1  0	
 0  0 1002212 208824 1972564 2148752    0    0    51  1408 13761 11915  9 12 76  3  0	
 2  0 1002212 205964 1972856 2149772    0    0    51  1231 14487 13064 14 18 64  4  0	
 2  0 1002212 204732 1973160 2150764    0    0    51   316 14094 12463 13 18 68  1  0	
 0  0 1002212 205772 1973448 2151780    0    0    51  2035 14737 12961 12 14 69  5  0	
 0  0 1002212 203400 1973740 2152724    0    0    51   547 13881 12501 12 16 70  1  0	
 1  0 1002212 202468 1974024 2153656    0    0    51   208 14176 12881 14 17 69  1  0	
 0  1 1002212 200580 1974332 2154592    0    0    51  1946 14283 12666 12 15 66  6  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0 1002212 200540 1974628 2155544    0    0    51   755 13816 12316 12 16 70  1  0	
 5  0 1002212 193044 1974932 2156504    0    0    51   190 13802 12862 16 21 62  1  0	
 1  0 1002212 197108 1975228 2157456    0    0    51  2179 14157 12295 13 17 65  5  0	
 0  0 1002212 196528 1975516 2158400    0    0    51   310 14090 12896 14 18 67  1  0	
 1  0 1002212 200388 1971780 2159272    0    0    51   354 13654 12312 14 17 69  1  0	
 0  0 1002212 198256 1971820 2160236    0    0     0  2065 14648 13166 16 20 60  4  0	
 0  0 1002212 197676 1972376 2161180    0    0   102   550 13994 12591 11 13 75  1  0	
 0  0 1002212 195444 1972680 2162112    0    0    51   245 14031 12953 11 15 72  1  0	
 1  0 1002212 192744 1972980 2163084    0    0    51  2114 14541 13205 17 20 55  8  0	
 1  0 1002212 192652 1973268 2164052    0    0    51   414 13959 12541 10 12 77  1  0	
 2  0 1002212 188456 1973572 2165000    0    0    51   410 13540 12311 12 15 71  1  0	
 1  0 1002212 189972 1973888 2165956    0    0    51  2007 14928 13177 15 18 60  7  0	
 0  0 1002260 182344 1970100 2166936    0   10    51   552 14341 12829 16 17 66  1  0	
 1  0 1002260 180720 1966060 2167932    0    0     0   277 15146 14512 20 25 54  1  0	
 3  0 1002260 175084 1966624 2168896    0    0   105  2159 16296 14476 13 16 64  7  0	
 0  0 1002260 189048 1966904 2169924    0    0    51   265 15503 16393 15 18 66  1  0	
 0  0 1002340 193292 1963116 2170560    0   16    51   387 14821 15416 15 19 65  1  0	
 0  0 1002340 190424 1963396 2171580    0    0    51  2197 14688 12686 15 17 62  6  0	
 3  0 1002340 193976 1963708 2172564    0    0    51   424 14033 12836 13 15 71  1  0	
 1  0 1002340 190660 1964016 2173592    0    0    54   406 14137 13055 16 21 62  1  0	
 1  0 1002340 189952 1964312 2174604    0    0    51  2037 14391 12962 14 20 58  7  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 1002340 180424 1964608 2175600    0    0    51   488 14147 12551 13 17 69  1  0	
 1  0 1002340 185776 1964908 2176556    0    0    51   325 14192 12879 13 16 71  1  0	
 1  0 1002340 187080 1965216 2177572    0    0    51  2109 14076 12267 11 14 64 11  0	
 0  0 1002340 184712 1965512 2178556    0    0    51   474 14122 12741 16 18 64  1  0	
 1  0 1002340 185072 1965804 2179564    0    0    51   331 13990 12303 11 14 74  1  0	
 1  0 1002340 185288 1966112 2180548    0    0    51  2106 14410 12704 12 14 68  6  0	
 1  0 1002340 181964 1966408 2181576    0    0    51   359 14284 13016 16 19 64  1  0	
 1  0 1002340 180816 1966696 2182568    0    0    51   450 13733 12269 12 14 72  2  0	
 1  0 1002340 176808 1966992 2183544    0    0    51  2049 14454 12744 13 16 67  4  0	
 0  0 1002340 176276 1967284 2184540    0    0    51   500 14290 12578 10 13 76  1  0	
 1  0 1002340 176796 1967568 2185540    0    0    51   338 13965 13036 15 18 66  1  0	
 1  0 1002340 175804 1967856 2186560    0    0    51  2051 14512 12369 12 15 68  5  0	
 1  0 1002340 172144 1968148 2187556    0    0    51   383 13890 12605 13 15 71  1  0	
 2  0 1002340 174960 1968444 2188544    0    0    51   338 13762 12278 12 15 73  1  0	
 0  0 1002340 171416 1968748 2189532    0    0    51  2058 14849 13362 15 20 60  5  0	
 0  0 1002340 171828 1969068 2190536    0    0    51   380 13882 12526 13 15 71  1  0	
 4  0 1002340 213484 1969120 2142700    0    0     0   426 13988 12715 15 23 60  2  0	
 1  0 1002340 215376 1969676 2143720    0    0   102  2948 14746 12648 14 19 61  6  0	
 0  0 1002340 216300 1969972 2144684    0    0    51   590 13930 12410 12 15 72  1  0	
 2  1 1002340 214064 1970264 2145684    0    0    51   202 14179 12931 16 20 63  1  0	
 0  0 1002340 210424 1970544 2146708    0    0    51  2128 14230 12257 10 12 70  7  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 1002340 213052 1970856 2147696    0    0    51   499 14084 12576 11 14 73  1  0	
 0  0 1002340 210208 1971168 2148716    0    0    51   489 14468 13307 15 20 65  1  0	
 1  0 1002340 205268 1971472 2149708    0    0    51  1913 14401 12464 13 16 64  6  0	
 3  0 1002340 203880 1971756 2150716    0    0    51   448 14090 12718 13 16 70  1  0	
 1  0 1002340 207776 1972056 2151696    0    0    51   426 14070 12526 10 15 74  1  0	
 0  0 1002340 205596 1972348 2152700    0    0    51  2010 14776 12860 13 15 65  7  0	
 1  0 1002340 205440 1972636 2153704    0    0    51   519 14039 12574 13 16 69  1  0	
 0  0 1002340 199864 1972936 2154716    0    0    51   315 13870 12758 13 16 69  1  0	
 2  0 1002340 202276 1973228 2155704    0    0    51  2088 14775 13212 13 16 59 11  0	
 0  0 1002340 198448 1973520 2156724    0    0    51   416 14076 12472 13 16 69  1  0	
 5  0 1002340 197496 1973816 2157728    0    0    51   445 14026 12582 12 14 73  1  0	
 1  0 1002340 195752 1974124 2158708    0    0    51  2059 14522 12361 12 16 65  7  0	
 2  0 1002340 194576 1974436 2159720    0    0    51   482 14347 13245 14 18 67  1  0	
 2  0 1002340 194204 1974732 2160704    0    0    51   270 13987 13007 14 20 65  1  0	
 1  0 1002340 194628 1975024 2161700    0    0    51  2048 15319 13290 16 22 57  6  0	
 0  0 1002340 190660 1975328 2162720    0    0    51   462 14123 12653 12 15 72  1  0	
 1  0 1002340 191080 1975624 2163712    0    0    51   197 13936 12506 12 16 71  1  0	
 0  0 1002340 189360 1975920 2164720    0    0    51  2157 15152 13398 15 19 62  5  0	
 0  0 1002516 190092 1971868 2165732    0   35     0   467 13992 12338 11 14 73  1  0	
 5  0 1002516 181896 1972428 2166720    0    0   102   334 14315 13420 14 18 66  1  0	
 3  0 1002516 189528 1972728 2167736    0    0    51  2176 14455 12225 11 15 65  9  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 1002516 189188 1973024 2168720    0    0    52   449 14043 12635 13 15 71  2  0	
 0  0 1002516 188032 1973312 2169724    0    0    51   354 13899 12560 14 17 69  1  0	
 0  0 1002516 183868 1973604 2170740    0    0    51  2096 14382 12400 11 14 65 10  0	
 3  0 1002516 185404 1973896 2171716    0    0    51   464 14053 12467 12 14 73  1  0	
