procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0 1170284 115756 271512 255600    0    0    51 10057 23806 25170 47 34 17  2  0	
 4  0 1170284 116268 271792 255656    0    0    51 10588 23256 23887 49 37 13  1  0	
 7  1 1170284 115988 272080 255700    0    0    51 10612 23641 23649 50 35 14  1  0	
 1  0 1170284 115228 272364 255736    0    0    51 10380 23107 23059 49 37 12  1  0	
 4  0 1170284 113632 272644 255772    0    0    51 10622 23756 24086 47 35 17  2  0	
 2  0 1170284 115384 272932 255836    0    0    51  7740 22980 23466 49 38 12  1  0	
10  1 1170284 113772 273220 255864    0    0    51 10710 23817 23774 49 33 16  2  0	
 5  0 1170284 115104 273484 255912    0    0    51 10352 22387 22595 51 40  8  1  0	
 3  0 1170284 114656 273772 255944    0    0    51 10614 23746 23591 47 34 17  2  0	
11  0 1170284 112188 274040 256004    0    0    51  6302 23470 24765 45 36 17  2  0	
 5  0 1170284 124204 264168 255952    0    0    51   880 23662 25100 43 36 19  2  0	
 8  1 1170284 121868 264456 256004    0    0    51  1233 24013 25630 42 37 19  2  0	
 6  0 1170284 124064 264736 256032    0    0    51   750 23664 25277 44 36 18  2  0	
 4  0 1170284 123700 265020 256076    0    0    51   960 23580 25218 43 36 18  2  0	
 1  1 1170284 123048 265316 256112    0    0    51   880 23247 24794 45 36 16  2  0	
 5  0 1170284 123344 265604 256160    0    0    51   850 23988 25722 41 34 21  3  0	
 0  0 1170284 122568 265880 256204    0    0    51   910 23343 24809 46 38 13  2  0	
