procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0 918508 127428 215940 326460    0    0    51 10409 21562 20007 33 29 35  2  0	
 1  0 918508 127404 216256 326516    0    0    51 10568 21280 19805 33 27 37  3  0	
 1  0 918508 127172 216544 326552    0    0    51 10609 21471 20018 33 29 35  3  0	
 0  0 918508 126528 216860 326596    0    0    51 10346 21365 19803 34 28 34  4  0	
 1  1 918508 125776 217164 326636    0    0    51 10646 21479 19993 33 29 35  3  0	
 0  0 918508 126312 217468 326676    0    0    51 10367 21749 20428 31 27 40  3  0	
 2  0 918508 122548 217756 326720    0    0    51 10622 21570 19864 34 29 35  3  0	
 1  0 918508 125568 218076 326748    0    0    51  8857 21453 20224 31 28 37  3  0	
 4  0 918508 124568 218384 326804    0    0    51 10427 21468 20292 31 27 38  4  0	
 3  0 918508 124436 218668 326836    0    0    51 10283 21016 19503 34 30 33  3  0	
 2  0 918508 124180 218956 326888    0    0    51  6017 21456 20044 33 27 37  3  0	
 7  0 918508 123924 219264 326920    0    0    51  5001 21221 19291 36 31 30  3  0	
 2  1 918508 121824 219592 326960    0    0    51  5800 21557 19454 35 26 35  4  0	
 3  0 918508 122896 219912 326996    0    0    51 10389 21048 17964 39 33 26  3  0	
 0  0 918508 122664 220096 327044    0    0    26  5013 21784 20985 29 26 42  3  0	
 0  1 918508 121896 220564 327084    0    0    77  5953 20897 18314 38 34 25  3  0	
 2  1 918508 121408 220884 327116    0    0    51   822 21901 21011 29 26 42  4  0	
 3  0 918508 121020 221180 327172    0    0    51  6814 20514 18066 38 31 28  4  0	
 1  0 918508 120920 221524 327196    0    0    51 10476 21105 19238 34 25 36  5  0	
10  0 918508 114024 221816 327256    0    0    51  7182 21134 19705 34 29 34  3  0	
 2  0 918508 119632 222128 327292    0    0    51   747 21655 20815 30 28 39  3  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  1 918508 119928 222444 327332    0    0    51  2423 21835 20312 31 27 38  4  0	
 3  0 918508 119028 222764 327376    0    0    51  6078 21474 19572 35 31 32  3  0	
 1  0 918508 119556 223064 327416    0    0    52  5238 21590 19216 34 27 36  3  0	
 7  1 918508 118656 223376 327452    0    0    51 10337 21112 18314 39 31 26  4  0	
 2  0 918508 118780 223700 327484    0    0    51  3830 21563 20752 30 26 39  5  0	
 3  0 918508 118376 223992 327556    0    0    51   741 21284 20361 33 29 35  2  0	
 3  0 918508 118284 224320 327584    0    0    51   922 21296 20501 31 27 38  4  0	
 0  0 918508 117448 224640 327620    0    0    51   883 21263 20331 32 30 35  4  0	
 2  0 918508 117532 224944 327668    0    0    51   930 21497 20605 30 28 38  3  0	
 1  0 918508 116572 225292 327688    0    0    51  8233 21491 19296 35 30 31  3  0	
 4  1 918508 116556 225640 327748    0    0    51  9818 21540 19233 34 28 33  5  0	
 2  0 918508 127220 215056 327640    0    0    51  8861 20835 18239 38 31 29  2  0	
 0  0 918508 126320 215384 327680    0    0    52  7778 21034 18627 37 28 32  3  0	
 6  0 918508 122124 215708 327740    0    0    51 10112 21109 18237 39 28 29  4  0	
 1  1 918508 125484 216040 327764    0    0    51 10302 21177 18790 35 27 34  4  0	
 3  1 918508 124724 216348 327828    0    0    51   983 21613 20848 30 27 39  3  0	
