procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0 973696 125116 202892 306956    0    0    59  1311 21396 20311 33 31 32  3  0	
 2  0 973696 124024 203240 306988    0    0    51   915 21684 20937 28 26 41  5  0	
 4  1 973696 119920 203588 307020    0    0    51   894 21196 20049 32 32 33  3  0	
 1  0 973696 123528 203956 307084    0    0    51  1242 21297 20271 30 28 38  4  0	
 1  0 973696 123076 204304 307120    0    0    52 10782 21475 20026 33 27 35  5  0	
 2  0 973696 122784 204608 307160    0    0    51 10406 21183 19584 33 30 33  5  0	
 5  1 973696 121264 204948 307204    0    0    51 10334 21186 20249 30 26 38  6  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0 973696 121876 205256 307252    0    0    51 10572 20802 19196 35 32 31  3  0	
 3  0 973696 120548 205564 307288    0    0    51 10617 21725 20632 30 25 41  4  0	
 0  1 973696 120332 205904 307320    0    0    53 10625 20886 19422 33 32 32  3  0	
 1  1 973696 120776 206224 307384    0    0    52 10162 21424 20168 30 25 41  4  0	
 6  0 973696 120140 206516 307428    0    0    51 10556 21120 19369 34 32 31  3  0	
 0  0 973696 120132 206828 307648    0    0    89 10634 21154 20016 32 26 39  4  0	
 4  1 973696 117380 207128 307700    0    0    51 10621 21088 19555 35 30 32  3  0	
 0  0 973696 119148 207440 307740    0    0    52  9733 20978 19845 31 28 37  4  0	
 2  1 973696 118652 207760 307796    0    0    51  1114 21394 20651 31 29 37  3  0	
 1  0 973696 118892 208120 307816    0    0    51   706 21600 20821 30 27 40  2  0	
 6  0 973696 115992 208428 307868    0    0    51   846 21514 20603 30 28 39  2  0	
 8  0 973696 116528 208736 307908    0    0    51   868 21484 20370 31 30 35  4  0	
 0  0 973696 120952 199396 307912    0    0    51   878 21420 20627 31 29 37  3  0	
 1  1 973696 121936 199816 307940    0    0    51   877 21329 20611 32 30 35  4  0	
 2  0 973696 121372 200156 308004    0    0    51   917 21500 20919 28 27 41  4  0	
 1  0 973696 122812 200504 308056    0    0    51   959 21140 20115 33 30 34  4  0	
 2  0 973696 122124 200840 308100    0    0    51  5898 21491 19407 34 27 36  4  0	
 2  1 973696 122124 201160 308136    0    0    51 10433 21355 18454 36 30 30  3  0	
 6  1 973696 121596 201488 308164    0    0    53 10496 21188 19505 32 27 36  5  0	
 3  0 973696 121412 201828 308224    0    0    51 10304 21455 19670 34 31 31  4  0	
 3  0 973696 120636 202168 308256    0    0    52 10374 21434 19713 34 27 35  4  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0 973696 120924 202476 308304    0    0    51 10576 20970 18408 37 30 30  4  0	
 0  0 973696 120388 202780 308344    0    0    51 10627 20891 18722 36 26 34  4  0	
 3  0 973696 120272 203088 308396    0    0    52 10439 20863 18181 36 29 32  3  0	
 4  1 973696 119288 203396 308440    0    0    51 10369 21154 18738 36 27 33  4  0	
 7  0 973696 115852 203708 308508    0    0    52 10542 21031 18397 37 30 30  3  0	
 1  0 973696 118824 204036 308548    0    0    52 10624 21300 18753 35 27 35  3  0	
 3  0 973696 119024 204344 308592    0    0    51 10422 21240 18470 36 28 33  3  0	
 1  1 973696 118320 204684 308644    0    0    53  5369 21064 20050 33 28 37  3  0	
 1  0 973696 118172 204996 308692    0    0    51   771 21403 20664 30 28 39  3  0	
 4  0 973696 127752 195068 308724    0    0    51  1023 20813 19879 32 31 34  3  0	
 1  0 973696 124672 195368 308756    0    0    51   475 21423 20753 29 26 42  3  0	
 2  0 973696 127480 195672 308788    0    0    51   411 21438 20409 32 30 37  2  0	
 1  0 973696 127636 196004 308844    0    0    51   422 21622 20892 27 26 44  2  0	
 4  1 973696 126876 196312 308880    0    0    51   466 21138 20047 32 29 37  3  0	
 0  0 973696 126892 196640 308912    0    0    51   645 21496 20690 28 27 42  3  0	
 2  1 973696 125992 196984 308956    0    0    51   934 21098 20153 32 31 34  4  0	
 3  0 973696 126364 197340 309000    0    0    51   864 21421 20642 29 27 39  5  0	
 0  0 973696 125504 197676 309032    0    0    51   895 21252 20484 31 28 37  4  0	
 1  1 973696 125776 198020 309080    0    0    51   938 21390 20409 30 28 37  5  0	
