Linux 2.6.32-504.12.2.el6.x86_64 (ATCA47-0-0-1) 	11/19/15 	_x86_64_	(2 CPU)

11/19/15 16:42:12
Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
dm-14             0.00     0.00    0.00   19.60     0.00   156.80     8.00     0.29   15.02   7.41  14.52
drbd6             0.00     0.00    0.00   19.60     0.00   156.80     8.00     0.34   17.27   8.22  16.12

11/19/15 16:42:42
Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               6.20    71.40    0.20  327.60    51.20  3176.00     9.85    44.23  139.88   1.21  39.54
sdb               6.00     8.40    0.40    4.00    51.20    97.60    33.82     0.01    1.36   1.18   0.52
sdc               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-0              0.00     0.00    0.00    5.40     0.00    43.20     8.00     0.37   68.44  13.81   7.46
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    1.60     0.00    12.80     8.00     0.00    0.75   0.12   0.02
drbd0             0.00     0.00    0.00   12.40     0.00    97.60     7.87     0.15   12.13   2.03   2.52
drbd1             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
drbd2             0.00     0.00    0.00    1.60     0.00    12.80     8.00     0.11   71.38   9.00   1.44
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00    0.80     0.00     6.40     8.00     0.01    8.00   8.00   0.64
dm-6              0.00     0.00    0.00   11.40     0.00    91.20     8.00     0.14   12.63   1.65   1.88
dm-7              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-8              0.00     0.00    0.00    0.40     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-9              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-10             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
drbd3             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-11             0.00     0.00    0.00    1.80     0.00    14.40     8.00     0.11   63.00  20.22   3.64
drbd4             0.00     0.00    0.00    1.80     0.00    14.40     8.00     0.11   63.11  20.22   3.64
dm-12             0.00     0.00    0.00    6.80     0.00    54.40     8.00     0.01    1.62   0.65   0.44
dm-13             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
drbd5             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-14             0.00     0.00    0.00    8.40     0.00    67.20     8.00     0.24   28.67  16.33  13.72
drbd6             0.00     0.00    0.00    8.40     0.00    67.20     8.00     0.94  108.74  55.14  46.32

11/19/15 16:42:47
Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               6.20    47.60    1.60  133.20    62.40  1411.20    10.93    11.92   88.43   1.33  17.98
sdb               6.00     7.80    0.40    2.20    51.20    78.40    49.85     0.00    1.69   1.38   0.36
sdc               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-0              0.00     0.00    0.00    4.80     0.00    38.40     8.00     0.01    3.00   1.17   0.56
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00   22.00     0.00   176.00     8.00     0.06    2.50   0.05   0.10
drbd0             0.00     0.00    0.00   10.00     0.00    78.40     7.84     0.11   11.14   1.18   1.18
drbd1             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
drbd2             0.00     0.00    0.00   22.00     0.00   176.00     8.00     2.04   92.95   0.92   2.02
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-6              0.00     0.00    0.00    9.80     0.00    78.40     8.00     0.11   11.37   1.20   1.18
dm-7              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-8              0.00     0.00    0.00    0.20     0.00     0.00     0.00     0.00   10.00  10.00   0.20
dm-9              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-10             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
drbd3             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-11             0.00     0.00    0.00    1.40     0.00    11.20     8.00     0.00    1.00   0.14   0.02
drbd4             0.00     0.00    0.00    1.40     0.00    11.20     8.00     0.00    1.71   0.29   0.04
dm-12             0.00     0.00    0.00    1.60     0.00    12.80     8.00     0.02   10.62   7.00   1.12
dm-13             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
drbd5             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-14             0.00     0.00    0.00   19.20     0.00   153.60     8.00     0.07    3.44   2.94   5.64
drbd6             0.00     0.00    0.00   19.20     0.00   153.60     8.00     0.93   49.78  19.04  36.56

11/19/15 16:42:52
Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               6.00   122.40    0.40  712.80    51.20  6656.00     9.40    67.17   92.11   0.77  54.94
sdb               6.00     9.60    0.40    4.60    51.20   110.40    32.32     0.01    1.84   1.64   0.82
sdc               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-0              0.00     0.00    0.00    6.20     0.00    49.60     8.00     0.85  135.29  20.10  12.46
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    2.00     0.00    16.00     8.00     0.40  201.90  25.90   5.18
drbd0             0.00     0.00    0.00   14.20     0.00   110.40     7.77     0.17   11.85   1.63   2.32
drbd1             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
drbd2             0.00     0.00    0.00    2.00     0.00    16.00     8.00     0.40  201.90  25.90   5.18
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00    1.60     0.00    12.80     8.00     0.01    6.00   3.50   0.56
dm-6              0.00     0.00    0.00   12.20     0.00    97.60     8.00     0.16   13.00   1.44   1.76
dm-7              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-8              0.00     0.00    0.00    0.40     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-9              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-10             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
drbd3             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-11             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
drbd4             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-12             0.00     0.00    0.00    2.80     0.00    22.40     8.00     0.01    5.29   5.21   1.46
dm-13             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
drbd5             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-14             0.00     0.00    0.00    6.80     0.00    54.40     8.00     0.26   38.76  11.91   8.10
drbd6             0.00     0.00    0.00    6.80     0.00    54.40     8.00     0.40   58.41  16.71  11.36

11/19/15 16:42:57
Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               6.00    37.20    0.40  518.40    51.20  4428.80     8.64    65.16  128.43   1.05  54.54
sdb               6.00     9.80    0.40    4.40    51.20   110.40    33.67     0.01    1.54   1.13   0.54
sdc               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-0              0.00     0.00    0.00    5.40     0.00    43.20     8.00     0.23   44.33  19.89  10.74
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    1.60     0.00    12.80     8.00     0.00    1.00   0.12   0.02
drbd0             0.00     0.00    0.00   14.20     0.00   110.40     7.77     0.21   14.85   1.31   1.86
drbd1             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
drbd2             0.00     0.00    0.00    1.60     0.00    12.80     8.00     0.30  187.50  23.75   3.80
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00    1.20     0.00     9.60     8.00     0.04   32.83   8.17   0.98
dm-6              0.00     0.00    0.00   12.60     0.00   100.80     8.00     0.17   13.60   1.35   1.70
dm-7              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-8              0.00     0.00    0.00    0.20     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-9              0.00     0.00    0.00    0.80     0.00     6.40     8.00     0.00    4.00   3.50   0.28
dm-10             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
drbd3             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-11             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
drbd4             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-12             0.00     0.00    0.00    2.40     0.00    19.20     8.00     0.13   52.58  21.50   5.16
dm-13             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
drbd5             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-14             0.00     0.00    0.00   12.20     0.00    97.60     8.00     0.32   26.59  13.89  16.94
drbd6             0.00     0.00    0.00   12.20     0.00    97.60     8.00     1.05   86.48  39.30  47.94

11/19/15 16:43:02
Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               6.00    57.80    0.40  170.20    51.20  1782.40    10.75    12.97   76.01   1.17  20.00
sdb               6.00     9.20    0.40    5.80    51.20   118.40    27.35     0.01    2.10   1.03   0.64
sdc               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-0              0.00     0.00    0.00    6.00     0.00    48.00     8.00     0.15   24.30   7.50   4.50
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00   36.80     0.00   273.60     7.43     0.08    2.10   0.39   1.44
