procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 4532592  52936 1707936    0    0     0    13 12922 22657 42 16 42  0  0	
 3  0      0 4532964  52936 1707948    0    0     0     8 13216 22922 41 17 39  3  0	
 3  0      0 4532964  52936 1707960    0    0     0     1 12484 21736 38 14 48  0  0	
 0  0      0 4532964  52936 1707972    0    0     0     6 12668 22322 42 16 42  0  0	
 1  0      0 4532560  52936 1707980    0    0     0     6 13386 22950 41 17 40  2  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 4532592  52936 1707988    0    0     0    10 12739 23541 41 16 42  1  0	
 4  0      0 4532716  52936 1707996    0    0     0    13 12831 22740 40 16 43  1  0	
 2  0      0 4532696  52936 1708008    0    0     0     9 12769 23315 44 23 32  1  0	
 0  0      0 4532480  52936 1708016    0    0     0     9 12919 22907 41 15 41  3  0	
 4  0      0 4532776  52936 1708008    0    0     0     6 12681 22685 40 16 43  1  0	
 2  0      0 4532808  52936 1708016    0    0     0     0 13007 22333 41 17 39  3  0	
 0  0      0 4532684  52936 1708024    0    0     0     5 13219 23570 41 15 43  1  0	
 3  0      0 4532444  52936 1708032    0    0     0    19 12460 21491 38 15 43  5  0	
 7  0      0 4532948  52936 1708052    0    0     0     8 12956 22182 40 17 42  1  0	
 2  0      0 4532824  52936 1708060    0    0     0     5 12662 22214 39 15 45  1  0	
 2  0      0 4532700  52940 1708068    0    0     0     6 12991 23325 40 17 42  1  0	
 2  1      0 4532800  52940 1708080    0    0     0     8 13397 22921 42 17 39  2  0	
 3  0      0 4532332  52940 1708092    0    0     0     6 12488 22544 40 17 40  2  0	
 3  0      0 4532628  52940 1708096    0    0     0    14 12724 22388 40 16 43  1  0	
 4  0      0 4533048  52940 1708108    0    0     0     2 12994 21892 41 18 41  1  0	
 2  0      0 4532676  52940 1708112    0    0     0    10 12691 23281 40 16 43  1  0	
 3  0      0 4532312  52940 1708120    0    0     0     6 12582 22337 41 16 42  1  0	
 5  0      0 4531024  52940 1708128    0    0     0     6 13467 21902 40 17 42  0  0	
 0  0      0 4532192  52940 1708136    0    0     0     6 12658 23691 43 19 34  3  0	
 1  0      0 4532208  52940 1708144    0    0     0    14 12891 22904 41 16 41  1  0	
 2  0      0 4532472  52940 1708140    0    0     0     9 13267 22706 40 18 40  2  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  1      0 4532396  52940 1708152    0    0     0    10 12606 22185 39 15 46  0  0	
 6  0      0 4532544  52940 1708160    0    0     0     2 12354 22056 40 15 43  2  0	
 4  0      0 4532288  52940 1708172    0    0     0     6 12934 22186 40 17 42  1  0	
 0  0      0 4532312  52940 1708180    0    0     0     5 12453 22912 41 17 41  1  0	
 0  0      0 4532196  52940 1708188    0    0     0    14 12767 22128 40 15 43  1  0	
 2  0      0 4533148  52940 1708200    0    0     0     8 13038 22811 40 18 39  2  0	
 2  0      0 4532444  52940 1708208    0    0     0     0 12728 22563 40 15 45  0  0	
 0  0      0 4532444  52940 1708216    0    0     0    10 12940 23236 42 17 41  1  0	
 2  0      0 4532204  52940 1708224    0    0     0     4 14045 24132 42 17 40  1  0	
 3  0      0 4532336  52940 1708232    0    0     0     6 12856 23337 43 16 41  1  0	
 1  0      0 4532344  52940 1708240    0    0     0    18 12500 21748 38 16 46  1  0	
 3  1      0 4532352  52940 1708244    0    0     0     8 13043 21681 39 17 41  2  0	
 8  0      0 4532636  52940 1708256    0    0     0     6 12877 22898 43 18 36  3  0	
 1  0      0 4532320  52940 1708264    0    0     0     6 12700 22716 40 16 43  2  0	
 4  0      0 4532544  52940 1708252    0    0     0     5 13577 23339 40 18 42  0  0	
 1  0      0 4532296  52940 1708264    0    0     0     7 12447 22302 40 16 43  1  0	
 6  0      0 4532312  52940 1708268    0    0     0    16 12359 21989 40 15 43  1  0	
 2  0      0 4532576  52940 1708276    0    0     0     8 12914 23010 42 16 41  1  0	
 4  0      0 4532576  52940 1708284    0    0     0     7 12515 22848 41 16 39  4  0	
 2  0      0 4532320  52940 1708296    0    0     0     0 12613 22376 38 16 46  0  0	
 4  0      0 4532460  52940 1708300    0    0     0     6 13208 22215 39 17 40  4  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 4532336  52940 1708312    0    0     0    11 13149 22929 42 16 41  1  0	
 1  0      0 4532336  52940 1708320    0    0     0    14 12718 22451 41 16 41  1  0	
 2  0      0 4532336  52940 1708340    0    0     0     8 13200 22873 41 17 40  1  0	
 2  0      0 4532460  52940 1708348    0    0     0     6 12425 22069 39 14 45  2  0	
 8  0      0 4532336  52940 1708360    0    0     0     4 12644 22623 40 17 43  0  0	
10  0      0 4532592  52940 1708368    0    0     0     5 13245 22823 41 17 41  1  0	
 2  1      0 4532220  52940 1708376    0    0     0     4 12897 23181 40 16 42  2  0	
 2  0      0 4531820  52940 1708392    0    0     0    12 13424 24323 45 19 34  2  0	
 0  0      0 4532000  52940 1708400    0    0     0     9 13051 22200 40 18 41  1  0	
 2  0      0 4532000  52940 1708384    0    0     0    10 12854 22980 40 16 44  0  0	
 0  0      0 4532280  52940 1708400    0    0     0     7 12736 22753 41 16 41  1  0	
 4  0      0 4532064  52940 1708404    0    0     0     6 12695 21639 40 16 43  1  0	
 2  0      0 4532072  52940 1708412    0    0     0     5 12979 22984 41 16 41  1  0	
 0  0      0 4532328  52940 1708420    0    0     0    17 12624 21974 39 15 44  1  0	
 3  0      0 4532312  52940 1708440    0    0     0     7 12886 22227 40 18 40  3  0	
 5  0      0 4532328  52940 1708444    0    0     0     6 13088 22442 41 16 41  3  0	
 0  0      0 4531800  52940 1708456    0    0     0     5 12742 22318 41 16 43  1  0	
 1  0      0 4531940  52940 1708464    0    0     0     6 12845 22638 40 16 42  1  0	
 5  0      0 4531956  52940 1708472    0    0     0     5 12846 22176 40 16 43  1  0	
 0  0      0 4532452  52940 1708484    0    0     0    17 12654 22466 40 16 44  1  0	
 9  0      0 4491804  52940 1708496    0    0     0     0 12905 22651 41 16 41  2  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 4532196  52940 1708500    0    0     0     9 12944 23296 41 18 40  0  0	
 2  0      0 4529688  52940 1708516    0    0     0    10 12414 22187 43 18 38  1  0	
 1  0      0 4532108  52940 1708520    0    0     0     6 12801 23290 41 17 41  1  0	
 3  0      0 4532016  52940 1708508    0    0     0     6 13059 22053 39 17 43  2  0	
 1  0      0 4532164  52940 1708512    0    0     0    14 12476 21974 38 15 46  1  0	
 1  0      0 4532064  52940 1708536    0    0     0     9 12665 22476 41 15 42  2  0	
 1  0      0 4532444  52940 1708540    0    0     0     6 13309 22986 42 18 36  4  0	
 3  0      0 4532196  52940 1708548    0    0     0    13 12784 22733 41 16 41  2  0	
 1  0      0 4532312  52940 1708560    0    0     0     1 12539 22923 40 16 42  1  0	
 1  0      0 4532444  52940 1708564    0    0     0     6 13115 22782 42 19 38  1  0	
 2  0      0 4532072  52940 1708576    0    0     0    16 12558 22488 38 16 44  1  0	
 2  0      0 4532080  52940 1708584    0    0     0     9 12481 22438 40 15 43  2  0	
 0  0      0 4532584  52940 1708592    0    0     0     5 13221 23463 41 18 40  1  0	
 2  0      0 4531972  52940 1708600    0    0     0     6 12564 22209 40 15 44  1  0	
 1  1      0 4532096  52940 1708608    0    0     0     6 12262 21314 39 15 43  3  0	
 0  1      0 4532344  52940 1708616    0    0     0     8 13067 22699 39 16 42  2  0	
 8  0      0 4530964  52940 1708628    0    0     0    10 12728 22572 41 16 42  1  0	
 2  0      0 4531852  52940 1708640    0    0     0     8 12627 23436 43 19 37  1  0	
 2  0      0 4531636  52940 1708652    0    0     0     6 13275 22837 40 18 42  1  0	
 0  0      0 4531808  52940 1708636    0    0     0     5 12779 22797 40 16 43  1  0	
 2  0      0 4531824  52940 1708644    0    0     0     6 12509 22712 40 15 44  1  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 4532220  52940 1708652    0    0     0     7 13082 22060 40 16 40  3  0	
 2  0      0 4531840  52940 1708664    0    0     0    12 12690 22322 39 16 45  0  0	
 3  0      0 4531724  52940 1708668    0    0     0     8 12772 22848 41 15 39  4  0	
 1  0      0 4532204  52940 1708680    0    0     0     6 13377 23439 42 19 38  1  0	
 2  0      0 4531956  52940 1708688    0    0     0     6 12434 22252 39 15 43  2  0	
 1  0      0 4532080  52940 1708696    0    0     0     5 12542 22234 40 16 44  1  0	
 2  1      0 4532080  52940 1708704    0    0     0     5 13073 22198 40 16 42  1  0	
 6  0      0 4532080  52940 1708712    0    0     0     9 12714 22400 40 16 44  0  0	
 3  0      0 4532080  52940 1708728    0    0     0    14 12726 22425 40 16 43  2  0	
 2  0      0 4532080  52940 1708736    0    0     0     5 12775 22016 40 17 41  3  0	
 0  0      0 4531956  52940 1708748    0    0     0     6 13014 23264 43 16 40  1  0	
 2  0      0 4531596  52940 1708756    0    0     0     5 12363 22403 42 19 39  1  0	
 1  0      0 4531836  52940 1708764    0    0     0     1 13166 23141 42 17 41  0  0	
 3  0      0 4531776  52940 1708760    0    0     0    14 12823 23369 41 17 42  0  0	
 5  0      0 4531584  52940 1708768    0    0     0     8 12509 22261 39 14 45  1  0	
 0  0      0 4531900  52940 1708772    0    0     0     6 13164 23274 41 18 40  1  0	
 7  0      0 4532024  52940 1708788    0    0     0     9 12811 22798 40 15 43  1  0	
 3  0      0 4531784  52940 1708792    0    0     0     5 12507 22529 41 16 40  3  0	
 1  0      0 4531808  52940 1708800    0    0     0     0 13053 22000 40 16 43  0  0	
 2  0      0 4531816  52940 1708808    0    0     0    14 12600 22456 40 16 43  1  0	
 1  0      0 4531832  52940 1708828    0    0     0     9 12771 22787 40 16 43  1  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0      0 4531832  52940 1708832    0    0     0     6 13169 22960 41 18 41  1  0	
 3  0      0 4531708  52940 1708848    0    0     0    12 12715 22563 40 16 42  2  0	
 0  0      0 4531808  52940 1708852    0    0     0     6 12901 23235 41 16 41  2  0	
 3  0      0 4531832  52940 1708860    0    0     0     0 13253 22415 41 17 43  0  0	
 2  0      0 4532080  52940 1708872    0    0     0    14 12327 21496 38 15 46  1  0	
 3  0      0 4530800  52940 1708876    0    0     0     8 12470 22341 40 15 43  2  0	
 0  0      0 4532248  52940 1708888    0    0     0     6 12764 22807 43 21 35  1  0	
 9  0      0 4531604  52940 1708896    0    0     0     9 12716 22335 40 16 42  2  0	
 7  0      0 4531628  52940 1708884    0    0     0     0 12547 23088 39 15 45  0  0	
 3  0      0 4531784  52940 1708888    0    0     0    10 13235 22664 41 16 40  3  0	
 4  0      0 4531956  52940 1708900    0    0     0    13 12909 23199 39 15 44  2  0	
 0  0      0 4531832  52940 1708920    0    0     0    10 12621 22274 41 15 41  3  0	
 0  0      0 4531584  52940 1708928    0    0     0     8 13242 22840 40 18 42  1  0	
 2  0      0 4532080  52940 1708936    0    0     0     5 12554 22110 40 15 41  3  0	
 1  0      0 4531832  52940 1708948    0    0     0     1 12302 21479 40 14 46  0  0	
 8  0      0 4531700  52940 1708952    0    0     0     6 13044 22216 41 17 40  3  0	
 2  0      0 4531832  52940 1708964    0    0     0    19 12413 21643 40 16 41  3  0	
 2  0      0 4531708  52940 1708972    0    0     0     9 12889 22960 42 16 38  4  0	
 0  0      0 4531716  52940 1708980    0    0     0     5 12954 22568 40 16 42  1  0	
 1  0      0 4531716  52940 1708988    0    0     0     6 12715 23651 43 17 38  2  0	
 0  0      0 4531600  52940 1708996    0    0     0     6 12558 22801 39 16 44  1  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 4531324  52940 1709012    0    0     0     7 12786 21988 43 19 37  1  0	
